Indice,Property Class,Tax Year,Town Code,Type of Residence,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Central Heating,Central Air,Fireplaces,Attic Type,Half Baths,Design Plan,Cathedral Ceiling,Construction Quality,Site Desireability,Porch,Building Square Feet,Repair Condition,Number of Commercial Units,Sale Price,Multi Property Indicator,Full Baths,Age,Use,OHare Noise,Floodplain,Near Major Road,Location Factor,Garage indicator,Town and Neighborhood
30709,299,2018,17,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,390000.0,0,1.0,16,1,0.0,0.0,0.0,1.295683885701011,1.0,1741
21205,204,2018,16,1.0,2.0,1.0,7.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3,193.89,2.0,0.0,386000.0,0,2.0,43,1,0.0,0.0,0.0,1.023006898144712,0.0,1610
34860,203,2019,29,1.0,3.0,1.0,6.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,3,129.79,2.0,0.0,240000.0,0,2.0,56,1,0.0,0.0,0.0,0.811588919995071,1.0,2970
28232,203,2018,24,1.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,1,101.64,2.0,0.0,275000.0,0,1.0,58,1,0.0,0.0,0.0,1.379884767415479,1.0,2452
43387,203,2019,22,1.0,2.0,1.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,119.94,2.0,0.0,259900.0,0,1.0,64,1,0.0,0.0,0.0,1.35052556768459,1.0,2280
30618,299,2018,17,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,265000.0,0,1.0,110,1,0.0,0.0,1.0,1.413824069614338,1.0,1790
2550,207,2018,29,2.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3,142.14,2.0,0.0,322000.0,0,1.0,37,1,0.0,0.0,0.0,1.236660977620301,1.0,2933
10865,203,2018,25,1.0,2.0,1.0,6.0,4.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3,136.75,2.0,0.0,480000.0,0,1.0,64,1,0.0,0.0,0.0,2.079184442430075,1.0,2590
28861,203,2018,24,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,1,119.66,2.0,0.0,315000.0,0,2.0,57,1,0.0,0.0,0.0,0.977368601640062,0.0,2431
33033,202,2018,20,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,1,89.65,2.0,0.0,240000.0,0,1.0,66,1,0.0,0.0,0.0,0.521275451009581,1.0,2030
9017,278,2018,38,2.0,3.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3,228.82,2.0,0.0,352500.0,0,2.0,60,1,0.0,0.0,1.0,0.940646666023219,1.0,3880
49111,299,2019,71,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,190000.0,0,1.0,11,1,1.0,0.0,1.0,1.22512759315065,1.0,71410
51894,203,2019,71,1.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,3,107.77,2.0,0.0,285000.0,0,1.0,97,1,0.0,0.0,0.0,1.19962132373488,1.0,71200
16028,203,2018,18,1.0,3.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,3,163.51,2.0,0.0,279900.0,0,2.0,28,1,0.0,0.0,0.0,0.482499541586263,1.0,1812
44417,234,2019,22,4.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,3,117.24,2.0,0.0,424000.0,0,1.0,65,1,0.0,0.0,0.0,1.08332069000987,1.0,22111
28046,203,2018,24,1.0,2.0,1.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,3,140.38,2.0,0.0,200000.0,0,1.0,60,1,0.0,0.0,1.0,1.317054488953275,0.0,2451
1659,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,106100.0,0,1.0,30,1,0.0,0.0,0.0,0.644920306363714,1.0,2970
53000,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,221500.0,0,1.0,63,1,0.0,1.0,1.0,0.541732941072365,1.0,7331
34232,203,2019,10,5.0,1.0,1.0,7.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1,152.73,2.0,0.0,314000.0,0,2.0,67,1,0.0,0.0,0.0,1.99985742750456,1.0,1012
24047,234,2018,22,4.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,3,112.6,2.0,0.0,375000.0,0,2.0,55,1,0.0,0.0,0.0,1.18768418954117,1.0,2270
14863,203,2018,18,1.0,1.0,1.0,7.0,4.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,3,162.77,2.0,0.0,235500.0,0,2.0,57,1,0.0,0.0,0.0,0.470814763965793,1.0,1820
7824,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,106000.0,0,1.0,38,1,0.0,0.0,1.0,0.897620229644006,1.0,3881
15755,208,2018,18,2.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3,402.55,2.0,0.0,351750.0,0,3.0,13,1,0.0,0.0,0.0,0.555860340203787,1.0,1819
21244,234,2018,16,4.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,3,109.9,2.0,0.0,260000.0,0,1.0,55,1,0.0,0.0,0.0,1.019176609620593,1.0,1630
39175,210,2019,17,2.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,105.35,2.0,0.0,340000.0,0,1.0,65,1,0.0,0.0,0.0,2.38639744618157,1.0,17120
47333,234,2019,26,4.0,2.0,1.0,8.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3,127.83,2.0,0.0,515000.0,0,1.0,57,1,1.0,0.0,0.0,1.14140120767387,1.0,2640
4884,203,2018,38,5.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,3,155.33,2.0,0.0,279000.0,0,1.0,50,1,0.0,0.0,1.0,0.696394847639472,0.0,3812
12522,205,2018,23,2.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,129.32,2.0,0.0,460000.0,0,1.0,102,1,0.0,0.0,1.0,2.574081979418557,0.0,2392
3775,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,364900.0,0,1.0,24,1,0.0,1.0,1.0,0.900576174280432,1.0,2982
3536,203,2018,29,5.0,1.0,4.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,133.78,2.0,0.0,260000.0,0,1.0,54,1,0.0,0.0,0.0,0.920061270382398,1.0,2980
36927,299,2019,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,253000.0,0,1.0,18,1,0.0,1.0,1.0,0.807839651561912,1.0,38110
24147,234,2018,22,4.0,2.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,3,146.04,2.0,0.0,400000.0,0,2.0,53,1,0.0,0.0,0.0,1.117741877399942,1.0,2270
930,278,2018,29,2.0,3.0,4.0,9.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3,258.18,2.0,0.0,675000.0,0,3.0,25,1,0.0,0.0,0.0,1.601615007533153,1.0,29120
14298,299,2018,18,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,92500.0,0,1.0,18,1,0.0,1.0,1.0,0.348376422541563,1.0,1811
14200,207,2018,18,2.0,1.0,1.0,7.0,4.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3,182.65,2.0,0.0,228000.0,0,2.0,39,1,0.0,0.0,0.0,0.69116824556652,1.0,1811
46538,299,2019,17,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,182500.0,0,1.0,92,1,0.0,0.0,0.0,1.08260383253434,1.0,1780
15412,203,2018,18,1.0,3.0,1.0,6.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,3,111.11,2.0,0.0,173000.0,0,1.0,58,1,0.0,0.0,0.0,0.488199202738076,1.0,1820
3537,278,2018,29,2.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3,226.13,2.0,0.0,205000.0,0,2.0,40,1,0.0,0.0,1.0,0.920851389029613,1.0,2980
3863,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,245000.0,0,1.0,22,1,0.0,0.0,1.0,0.89925386558182,1.0,2942
27813,211,2018,17,2.0,1.0,1.0,10.0,4.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,1,182.09,2.0,0.0,995000.0,0,2.0,148,2,0.0,0.0,0.0,1.284829480178058,0.0,1790
30994,299,2018,17,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,105000.0,0,1.0,95,1,0.0,0.0,1.0,0.934095654155321,1.0,1771
49583,299,2019,71,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,88500.0,0,1.0,91,1,0.0,0.0,0.0,1.22317328883874,1.0,7181
41553,299,2019,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,265000.0,0,1.0,27,1,0.0,0.0,0.0,0.963139754964698,1.0,35112
48857,204,2019,71,1.0,2.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3,174.01,2.0,0.0,502000.0,0,2.0,69,1,0.0,0.0,0.0,1.229502690546,1.0,7150
26376,203,2018,22,1.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3,115.48,2.0,0.0,265000.0,0,1.0,74,1,0.0,0.0,1.0,0.924351235522129,1.0,22111
3535,203,2018,29,1.0,3.0,1.0,7.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3,140.28,2.0,0.0,358000.0,0,2.0,52,1,0.0,0.0,1.0,0.92815251025715,1.0,2980
26738,210,2018,22,2.0,2.0,1.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,3,92.35,2.0,0.0,136200.0,0,1.0,72,1,0.0,0.0,0.0,0.548221435789097,1.0,2240
35078,299,2019,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,99500.0,0,1.0,45,1,0.0,0.0,1.0,0.88180427398399,1.0,2960
30404,278,2018,24,2.0,3.0,1.0,7.0,4.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,3,218.32,2.0,0.0,480000.0,0,2.0,50,1,0.0,0.0,0.0,0.689894154063472,1.0,24101
50,206,2018,10,2.0,1.0,1.0,9.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,375.51,2.0,0.0,785000.0,0,3.0,96,1,0.0,0.0,0.0,1.871846065836994,0.0,1012
44264,205,2019,71,2.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1,100.34,2.0,0.0,268000.0,0,1.0,73,1,0.0,0.0,0.0,1.2123193590783,1.0,71361
48750,203,2019,71,1.0,2.0,1.0,6.0,4.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,3,133.22,2.0,0.0,422500.0,0,1.0,92,1,0.0,0.0,0.0,1.13440090619348,0.0,7141
43769,299,2019,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,262000.0,0,1.0,13,1,0.0,0.0,0.0,0.988330876449246,1.0,22180
13658,278,2018,18,2.0,1.0,1.0,9.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3,238.95,2.0,0.0,307000.0,0,2.0,16,1,0.0,0.0,0.0,0.95877863830485,1.0,1815
53982,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,195000.0,0,1.0,102,1,0.0,0.0,0.0,1.29602755408296,1.0,7350
31776,203,2018,26,1.0,2.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,3,114.18,2.0,0.0,389900.0,0,1.0,59,1,1.0,0.0,0.0,0.928359396574744,1.0,2650
33088,203,2018,20,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,3,97.55,2.0,0.0,175000.0,0,1.0,63,1,0.0,0.0,1.0,0.566384483243449,1.0,2081
46108,278,2019,71,2.0,2.0,1.0,10.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,289.86,2.0,0.0,750000.0,0,4.0,30,1,0.0,0.0,0.0,1.03377880500269,1.0,7121
8348,203,2018,38,1.0,1.0,1.0,6.0,4.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,3,136.75,2.0,0.0,235000.0,0,2.0,63,1,0.0,0.0,0.0,0.957570970711898,1.0,3870
8453,278,2018,38,2.0,3.0,1.0,9.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,214.7,2.0,0.0,450000.0,0,2.0,52,1,0.0,0.0,0.0,0.998466158725252,1.0,3870
27646,203,2018,17,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1,110.55,2.0,0.0,503000.0,0,1.0,98,1,0.0,0.0,0.0,1.751119937249655,0.0,1713
9301,278,2018,38,2.0,3.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,230.77,2.0,0.0,395500.0,0,2.0,25,1,0.0,0.0,0.0,0.94118926627254,1.0,3848
43630,299,2019,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,116585.0,0,1.0,27,1,0.0,1.0,0.0,1.03050863092228,1.0,2291
20821,203,2018,35,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,3,119.84,2.0,0.0,355000.0,0,3.0,40,1,0.0,0.0,0.0,0.770706289157273,1.0,3590
45161,299,2019,24,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,165000.0,0,1.0,41,1,0.0,0.0,1.0,1.79852953073007,1.0,2452
41463,299,2019,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,200000.0,0,1.0,31,1,0.0,1.0,1.0,0.82318662527897,1.0,35110
48213,299,2019,20,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,123800.0,0,1.0,51,1,0.0,0.0,1.0,1.02467296265763,1.0,2081
35232,203,2019,29,1.0,1.0,1.0,7.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,3,152.45,2.0,0.0,285000.0,0,2.0,40,1,0.0,0.0,0.0,1.34201155468151,1.0,2933
30026,295,2018,24,2.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3,123.84,2.0,0.0,265000.0,0,2.0,50,1,0.0,0.0,0.0,1.043424486137528,0.0,2481
15654,295,2018,18,1.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3,103.96,2.0,0.0,152000.0,0,1.0,30,1,0.0,0.0,0.0,0.536192259533746,1.0,1813
10209,278,2018,25,2.0,3.0,1.0,8.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,289.95,2.0,0.0,650000.0,0,2.0,41,1,0.0,0.0,0.0,1.318334288146855,1.0,2552
49778,299,2019,71,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,244001.0,0,1.0,95,1,0.0,0.0,0.0,1.66311621350273,1.0,71110
25636,203,2018,22,1.0,2.0,1.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,3,103.31,2.0,0.0,280000.0,0,1.0,55,1,0.0,0.0,0.0,0.687204021773872,1.0,22180
44528,203,2019,22,5.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,3,127.09,2.0,0.0,265000.0,0,1.0,66,1,1.0,0.0,0.0,0.726587757836186,0.0,2240
36098,299,2019,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,125000.0,0,1.0,31,1,0.0,0.0,0.0,0.736304050419836,1.0,3811
48065,203,2019,71,5.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,3,99.13,2.0,0.0,250000.0,0,1.0,64,1,0.0,0.0,0.0,1.20722922692769,1.0,71371
43558,295,2019,22,2.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,130.81,2.0,0.0,234000.0,0,1.0,56,1,0.0,0.0,0.0,1.17810007209443,0.0,2250
14776,203,2018,18,1.0,1.0,2.0,7.0,4.0,4.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,3,159.79,2.0,0.0,213500.0,0,2.0,53,1,0.0,0.0,1.0,0.487091837250102,1.0,1820
36294,207,2019,38,2.0,3.0,1.0,8.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3,162.21,2.0,0.0,320000.0,0,2.0,47,1,0.0,0.0,0.0,0.716729862274558,1.0,3840
19894,278,2018,35,2.0,3.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,228.36,2.0,0.0,525000.0,0,2.0,40,1,0.0,0.0,0.0,0.736648460721101,1.0,35112
13582,299,2018,18,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,122000.0,0,1.0,21,1,0.0,0.0,0.0,0.75440561489477,1.0,1815
2458,295,2018,29,1.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,3,99.5,2.0,0.0,155000.0,0,1.0,29,1,0.0,0.0,1.0,0.817073014851613,1.0,2950
42801,299,2019,16,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,95000.0,0,1.0,41,1,0.0,0.0,0.0,0.837174651121285,1.0,1651
52651,211,2019,77,2.0,1.0,6.0,8.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1,156.08,2.0,0.0,380000.0,0,2.0,117,2,0.0,0.0,0.0,1.91423696867421,1.0,7730
35398,278,2019,29,2.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,314.76,2.0,0.0,675000.0,0,3.0,7,1,0.0,0.0,0.0,0.927877819853094,1.0,2960
29661,203,2018,24,1.0,2.0,1.0,8.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3,154.03,2.0,0.0,260000.0,0,2.0,61,1,0.0,0.0,0.0,0.794222851777933,0.0,2481
33530,203,2018,20,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3,94.39,2.0,0.0,235000.0,0,1.0,59,1,0.0,0.0,0.0,0.643802860384142,1.0,2050
44441,203,2019,22,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,106.65,2.0,0.0,261000.0,0,1.0,59,1,0.0,0.0,0.0,0.832040575334232,1.0,2240
2123,295,2018,29,2.0,3.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3,276.67,2.0,0.0,330000.0,0,2.0,13,1,0.0,0.0,1.0,0.76572276691311,1.0,2960
5704,295,2018,38,1.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,3,114.08,2.0,0.0,271000.0,0,2.0,19,1,0.0,0.0,1.0,0.674647722618041,1.0,3840
49931,202,2019,71,1.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,3,83.8,2.0,0.0,297500.0,0,1.0,110,1,0.0,0.0,0.0,1.77894002059843,1.0,7182
33558,278,2018,20,2.0,1.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3,210.89,2.0,0.0,220000.0,0,2.0,57,1,0.0,0.0,0.0,0.399095354879053,1.0,2050
16494,203,2018,18,1.0,1.0,1.0,5.0,3.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,3,104.52,2.0,0.0,179900.0,0,1.0,45,1,0.0,0.0,0.0,0.815547106256008,1.0,1870
27131,203,2018,22,1.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3,116.59,2.0,0.0,329500.0,0,1.0,62,1,0.0,0.0,1.0,0.853073560512083,1.0,22150
5523,234,2018,38,4.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,144.93,2.0,0.0,235000.0,0,1.0,48,1,0.0,0.0,0.0,0.655911240868014,1.0,3840
22004,234,2018,16,4.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3,129.14,2.0,0.0,335000.0,0,1.0,48,1,0.0,0.0,1.0,0.865274497055316,1.0,16100
49195,203,2019,71,1.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3,104.42,2.0,0.0,375000.0,0,1.0,67,1,0.0,0.0,0.0,1.24294842894663,1.0,71430
23656,208,2018,22,2.0,2.0,1.0,10.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3,367.25,2.0,0.0,810000.0,0,3.0,16,1,0.0,1.0,0.0,1.004208080882286,1.0,22143
35534,299,2019,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,125000.0,0,1.0,40,1,0.0,0.0,1.0,1.04341350409067,1.0,2980
16379,299,2018,18,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,103000.0,0,1.0,42,1,0.0,0.0,0.0,0.9627388723049,1.0,1850
875,208,2018,29,2.0,2.0,1.0,9.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3,423.73,2.0,0.0,460000.0,0,3.0,11,1,0.0,0.0,0.0,0.872240283195166,1.0,2950
36043,299,2019,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,190000.0,0,1.0,24,1,0.0,1.0,0.0,0.779829503952171,1.0,3813
8681,205,2018,38,2.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1,185.43,2.0,0.0,535000.0,0,1.0,91,1,0.0,0.0,0.0,1.02539981681103,1.0,3872
14570,203,2018,18,1.0,1.0,1.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,121.33,2.0,0.0,214900.0,0,2.0,49,1,0.0,0.0,1.0,0.529148425997193,0.0,1820
31722,203,2018,20,1.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3,108.32,2.0,0.0,388000.0,0,1.0,52,1,1.0,0.0,0.0,0.714423447683765,1.0,2011
8574,278,2018,38,2.0,3.0,1.0,9.0,5.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3,233.65,2.0,0.0,442500.0,0,2.0,54,1,0.0,0.0,0.0,1.038189467993758,1.0,3832
