Indice,Property Class,Tax Year,Town Code,Type of Residence,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Central Heating,Central Air,Fireplaces,Attic Type,Half Baths,Design Plan,Cathedral Ceiling,Construction Quality,Site Desireability,Porch,Building Square Feet,Repair Condition,Number of Commercial Units,Sale Price,Multi Property Indicator,Full Baths,Age,Use,OHare Noise,Floodplain,Near Major Road,Location Factor,Garage indicator,Town and Neighborhood
3577,202,2018,29,1.0,1.0,1.0,5.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3,79.99,2.0,0.0,214900.0,0,1.0,61,1,0.0,0.0,1.0,0.935586322322617,1.0,29100
24554,295,2018,22,2.0,3.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3,155.33,2.0,0.0,225000.0,0,1.0,54,1,0.0,0.0,0.0,1.013555003497329,0.0,2250
51722,203,2019,71,1.0,2.0,1.0,5.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1,96.99,2.0,0.0,339900.0,0,1.0,95,1,0.0,0.0,0.0,1.03801516703893,1.0,71260
17288,299,2018,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,163500.0,0,1.0,44,1,0.0,1.0,1.0,0.807156396550006,1.0,35170
52423,295,2019,71,2.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,103.49,2.0,0.0,295000.0,0,1.0,19,1,0.0,0.0,1.0,1.61169420897441,1.0,71180
5639,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,156000.0,0,1.0,36,1,0.0,0.0,1.0,0.674618595019676,1.0,3831
11448,299,2018,25,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,193000.0,0,1.0,34,1,0.0,0.0,1.0,1.098699105647922,1.0,2511
47230,203,2019,26,5.0,3.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3,148.55,2.0,0.0,447000.0,0,2.0,69,1,1.0,0.0,0.0,1.19225824476866,1.0,2640
53067,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,135000.0,0,1.0,89,1,0.0,0.0,0.0,1.1235769845091,1.0,7311
1665,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,95000.0,0,1.0,24,1,0.0,0.0,1.0,0.647092487428964,1.0,2970
43595,299,2019,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,171000.0,0,1.0,43,1,0.0,1.0,0.0,1.11128969141046,1.0,2250
42333,299,2019,16,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,120000.0,0,1.0,45,1,0.0,0.0,0.0,1.22516400958054,1.0,1610
2436,295,2018,29,2.0,3.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3,204.39,2.0,0.0,329000.0,0,2.0,16,1,0.0,0.0,1.0,0.825586155864124,1.0,2950
50879,299,2019,71,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,212000.0,0,1.0,11,1,0.0,0.0,0.0,1.08417372217325,1.0,71150
21834,234,2018,16,4.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3,134.99,2.0,0.0,420000.0,0,2.0,31,1,0.0,0.0,1.0,0.852903170329638,1.0,16100
48630,299,2019,20,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,129250.0,0,1.0,92,1,0.0,0.0,0.0,1.09054540815271,1.0,2080
47229,205,2019,26,2.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,121.98,2.0,0.0,420000.0,0,1.0,70,1,1.0,0.0,0.0,1.19085938545336,1.0,2640
20506,299,2018,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,180000.0,0,1.0,19,1,0.0,0.0,1.0,0.91578153201299,1.0,3530
29747,203,2018,24,1.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,3,119.66,2.0,0.0,300000.0,0,2.0,60,1,0.0,0.0,0.0,0.781212906636686,0.0,2481
6886,203,2018,38,1.0,2.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,3,124.12,2.0,0.0,680000.0,0,2.0,66,1,0.0,0.0,0.0,0.900231673225227,1.0,3870
5701,295,2018,38,1.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,3,114.08,2.0,0.0,245000.0,0,2.0,19,1,0.0,0.0,1.0,0.676503642843475,1.0,3840
46026,203,2019,71,1.0,3.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3,111.95,2.0,0.0,370000.0,0,1.0,66,1,0.0,0.0,0.0,1.14006934546853,1.0,71461
11536,234,2018,25,4.0,3.0,1.0,8.0,4.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,3,121.52,2.0,0.0,391000.0,0,1.0,58,1,0.0,0.0,0.0,1.145948058891003,1.0,25260
26625,299,2018,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,515000.0,0,1.0,41,1,0.0,1.0,1.0,0.706346712941952,1.0,22143
54706,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,570000.0,0,1.0,13,1,0.0,0.0,0.0,1.91159500259235,1.0,7384
28711,299,2018,24,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,195000.0,0,1.0,21,1,0.0,0.0,1.0,1.070645374519654,1.0,2431
42020,203,2019,35,1.0,3.0,1.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,3,105.54,2.0,0.0,183250.0,0,1.0,53,1,0.0,0.0,0.0,0.71069480696734,1.0,3530
44098,278,2019,22,2.0,3.0,1.0,9.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,3,258.64,2.0,0.0,665000.0,0,2.0,15,1,0.0,0.0,0.0,1.18409675219681,1.0,2287
9857,203,2018,25,5.0,3.0,1.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,3,146.97,2.0,0.0,525000.0,0,2.0,64,1,0.0,0.0,0.0,1.544709600092023,1.0,25132
24990,211,2018,22,2.0,1.0,2.0,11.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,3,229.84,2.0,0.0,385000.0,0,3.0,95,2,0.0,0.0,0.0,0.813060808272847,0.0,22180
6384,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,208000.0,0,1.0,24,1,0.0,0.0,1.0,0.766397012729283,1.0,3841
3263,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,93000.0,0,1.0,29,1,0.0,0.0,0.0,0.836898094736485,1.0,2970
45304,299,2019,24,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,97000.0,0,1.0,41,1,0.0,0.0,0.0,1.27584983435337,1.0,2481
50367,211,2019,71,2.0,2.0,1.0,8.0,4.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,1,227.06,2.0,0.0,305000.0,0,2.0,96,2,0.0,0.0,0.0,1.12233795622737,1.0,71101
10054,203,2018,25,1.0,1.0,1.0,6.0,3.0,2.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3,120.4,2.0,0.0,359000.0,0,1.0,66,1,0.0,0.0,0.0,1.642238101753076,1.0,25132
47648,299,2019,26,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,190000.0,0,1.0,22,1,0.0,0.0,1.0,1.24290403887171,1.0,2610
44692,299,2019,71,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,153000.0,0,1.0,52,1,0.0,0.0,0.0,1.20657270135134,1.0,71362
45025,299,2019,24,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,375000.0,0,1.0,22,1,0.0,0.0,1.0,1.77638265532918,1.0,2451
42662,203,2019,16,1.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,157.38,2.0,0.0,319900.0,0,1.0,56,1,0.0,0.0,0.0,1.00095100932827,1.0,1612
35966,299,2019,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,118000.0,0,1.0,46,1,0.0,0.0,1.0,0.976637108695051,1.0,3813
34608,299,2019,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,80000.0,0,1.0,41,1,0.0,0.0,0.0,1.01305707553028,1.0,2950
43360,205,2019,22,2.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,3,125.79,2.0,0.0,672500.0,0,2.0,68,1,0.0,0.0,0.0,1.42213672030923,1.0,2285
19212,299,2018,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,199500.0,0,1.0,37,1,0.0,0.0,1.0,0.734806963175132,1.0,35101
32622,202,2018,20,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1,85.84,2.0,0.0,239000.0,0,1.0,94,1,0.0,0.0,0.0,0.963855389769661,1.0,2080
52625,299,2019,77,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,257000.0,0,1.0,16,1,0.0,0.0,0.0,2.15519581314736,1.0,7730
26668,299,2018,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,520000.0,0,1.0,45,1,1.0,0.0,1.0,0.73233422294879,1.0,22143
50594,299,2019,71,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,205000.0,0,1.0,20,1,0.0,0.0,1.0,1.2419713093622,1.0,71600
30587,299,2018,17,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,990000.0,0,1.0,13,1,0.0,0.0,0.0,1.397738834102616,1.0,1741
50313,203,2019,71,5.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1,131.64,2.0,0.0,247000.0,0,1.0,101,1,0.0,0.0,0.0,1.12974075776273,1.0,7190
44002,299,2019,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,310000.0,0,1.0,19,1,0.0,0.0,1.0,1.05188554984797,1.0,22111
20815,278,2018,35,2.0,1.0,1.0,8.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3,208.57,2.0,0.0,373500.0,0,2.0,39,1,0.0,0.0,0.0,0.852409155291993,1.0,3590
2728,203,2018,29,1.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3,135.27,2.0,0.0,259000.0,0,2.0,30,1,0.0,0.0,1.0,1.116832628464964,1.0,2933
33473,203,2018,20,1.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3,105.91,2.0,0.0,171000.0,0,1.0,52,1,1.0,0.0,1.0,0.317892615586368,1.0,2050
19938,203,2018,35,1.0,1.0,1.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,110.18,2.0,0.0,305000.0,0,2.0,48,1,0.0,0.0,0.0,0.595014741314178,1.0,3540
32800,299,2018,20,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,190000.0,0,1.0,9,1,0.0,0.0,1.0,0.93576629474514,1.0,2080
3694,295,2018,29,2.0,1.0,1.0,7.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3,174.1,2.0,0.0,243000.0,0,2.0,41,1,0.0,0.0,0.0,0.91074875799198,1.0,2980
9750,295,2018,25,2.0,2.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,229.47,2.0,0.0,502000.0,0,2.0,36,1,0.0,0.0,0.0,1.157460007290365,1.0,25350
6721,278,2018,38,2.0,3.0,1.0,9.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,317.26,2.0,0.0,815000.0,0,4.0,9,1,0.0,0.0,0.0,0.848905284483205,1.0,3871
36024,299,2019,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,215000.0,0,1.0,24,1,0.0,1.0,0.0,0.779829503952171,1.0,3813
5593,234,2018,38,4.0,3.0,1.0,8.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3,128.48,2.0,0.0,434900.0,0,2.0,43,1,0.0,0.0,0.0,0.6550283825708,1.0,3840
8346,203,2018,38,1.0,3.0,1.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1,120.5,2.0,0.0,510000.0,0,1.0,58,1,0.0,0.0,1.0,0.964815379487672,1.0,3870
45947,203,2019,24,5.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,3,114.27,2.0,0.0,329000.0,0,1.0,78,1,0.0,0.0,0.0,1.20702588355184,1.0,2413
46815,205,2019,17,2.0,3.0,1.0,8.0,4.0,3.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,169.08,2.0,0.0,520000.0,0,2.0,91,1,0.0,0.0,0.0,1.01139479877472,1.0,17220
54081,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,335000.0,0,1.0,101,1,0.0,0.0,0.0,1.60737779330892,1.0,7350
4721,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,139000.0,0,1.0,41,1,0.0,0.0,1.0,0.770514260526377,1.0,3813
50081,203,2019,71,5.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,3,125.6,2.0,0.0,440000.0,0,2.0,113,1,0.0,0.0,0.0,1.35705668474131,1.0,7182
13873,234,2018,18,4.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,3,124.12,2.0,0.0,172000.0,0,1.0,42,1,0.0,0.0,0.0,0.528483788027595,1.0,1820
29899,299,2018,24,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,162000.0,0,1.0,45,1,0.0,0.0,0.0,0.87034709375162,1.0,2431
1561,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,72000.0,0,1.0,39,1,0.0,0.0,0.0,0.657703607502797,1.0,2970
38068,203,2019,25,1.0,1.0,1.0,7.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,3,133.04,2.0,0.0,245000.0,0,1.0,71,1,0.0,0.0,0.0,2.21176792417695,1.0,25132
28568,299,2018,24,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,180000.0,0,1.0,38,1,0.0,0.0,1.0,1.127833446046534,1.0,2481
54460,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,380000.0,0,1.0,93,1,0.0,0.0,0.0,2.39880444057891,1.0,7381
4130,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,85000.0,0,1.0,25,1,0.0,1.0,1.0,0.974949419528044,1.0,29100
48012,203,2019,71,5.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,3,132.85,2.0,0.0,285000.0,0,2.0,89,1,0.0,0.0,0.0,1.10890943539599,1.0,71371
18494,299,2018,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,140000.0,0,1.0,40,1,0.0,0.0,1.0,0.574810379061307,1.0,3540
32750,211,2018,20,2.0,2.0,1.0,8.0,4.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3,194.45,2.0,0.0,311167.0,0,2.0,63,2,0.0,0.0,0.0,0.959174803984196,1.0,2080
19964,203,2018,35,1.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3,111.48,2.0,0.0,227500.0,0,1.0,56,1,0.0,0.0,0.0,0.60500811612207,1.0,3540
4819,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,352000.0,0,1.0,24,1,0.0,1.0,1.0,0.693428753439683,1.0,3813
222,203,2018,10,1.0,1.0,1.0,7.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,3,111.11,2.0,0.0,240000.0,0,1.0,57,1,0.0,0.0,0.0,1.633172890982799,1.0,1011
53838,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,191250.0,0,1.0,107,1,0.0,0.0,0.0,1.64752851714336,1.0,7332
34971,211,2019,29,2.0,1.0,1.0,7.0,3.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,150.13,2.0,0.0,260000.0,0,2.0,105,2,0.0,0.0,0.0,0.88492092976871,1.0,2960
39324,234,2019,18,4.0,3.0,1.0,5.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,91.42,2.0,0.0,102000.0,0,1.0,59,1,0.0,0.0,0.0,1.19104508395766,1.0,1811
36874,299,2019,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,119000.0,0,1.0,49,1,0.0,0.0,1.0,0.868420891583217,1.0,3881
12980,203,2018,23,5.0,1.0,1.0,6.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,3,164.25,2.0,0.0,760000.0,0,1.0,64,1,0.0,0.0,1.0,2.085619507635799,1.0,23150
16242,207,2018,18,2.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,176.52,2.0,0.0,287000.0,0,2.0,36,1,0.0,0.0,0.0,1.064734118971601,1.0,1882
7402,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,65000.0,0,1.0,48,1,0.0,1.0,0.0,0.939027603628483,1.0,3890
51423,299,2019,77,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,415000.0,0,1.0,117,1,0.0,0.0,0.0,1.93046907553321,1.0,77151
8628,207,2018,38,2.0,3.0,1.0,9.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,176.14,2.0,0.0,527500.0,0,2.0,54,1,0.0,0.0,0.0,1.03651896183675,1.0,3832
11578,204,2018,25,1.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,3,188.31,2.0,0.0,570000.0,0,2.0,39,1,0.0,0.0,0.0,1.216256124190323,1.0,25102
27415,299,2018,24,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,158000.0,0,1.0,41,1,0.0,0.0,1.0,1.70631389213242,1.0,2452
31986,299,2018,26,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,299900.0,0,1.0,9,1,0.0,0.0,1.0,0.978794138521266,1.0,2610
46263,205,2019,75,2.0,2.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,139.17,2.0,0.0,380000.0,0,1.0,66,1,0.0,0.0,0.0,1.05131899038842,1.0,7540
54193,211,2019,73,5.0,1.0,1.0,9.0,4.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,3,146.69,2.0,0.0,527000.0,0,2.0,120,2,0.0,0.0,0.0,2.04663601251914,1.0,7341
49060,203,2019,71,5.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1,93.65,2.0,0.0,180000.0,0,2.0,105,1,0.0,0.0,0.0,1.12335552005891,1.0,7110
30412,205,2018,24,2.0,2.0,1.0,7.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,3,166.02,2.0,0.0,270000.0,0,2.0,65,1,0.0,0.0,0.0,0.69326680061435,1.0,24101
32327,299,2018,20,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,130000.0,0,1.0,48,1,1.0,0.0,0.0,0.234672224727047,1.0,2020
40490,202,2019,18,1.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3,86.03,2.0,0.0,203000.0,0,1.0,50,1,0.0,0.0,0.0,0.6877153167938,1.0,1870
24820,299,2018,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,142200.0,0,1.0,39,1,0.0,1.0,1.0,0.957474896713202,1.0,2250
187,204,2018,10,1.0,2.0,1.0,10.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,376.26,2.0,0.0,960000.0,1,2.0,54,1,0.0,0.0,0.0,2.795511256557015,1.0,1021
789,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,133000.0,0,1.0,21,1,0.0,0.0,0.0,0.691357421519232,1.0,2922
22462,299,2018,16,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,126000.0,0,1.0,31,1,0.0,1.0,1.0,0.735139463477952,1.0,1685
41849,234,2019,35,4.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,131.36,2.0,0.0,275000.0,0,2.0,43,1,0.0,0.0,0.0,0.718274434638589,1.0,35112
1074,295,2018,29,2.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,107.3,2.0,0.0,168000.0,0,1.0,31,1,0.0,0.0,0.0,0.852409763850656,1.0,2950
39300,278,2019,18,2.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3,232.44,2.0,0.0,320000.0,0,2.0,12,1,0.0,0.0,0.0,1.36056370880162,1.0,1890
6588,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,104000.0,0,1.0,44,1,0.0,0.0,1.0,0.715603741791925,1.0,3831
45618,203,2019,24,1.0,2.0,1.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,145.49,2.0,0.0,316000.0,0,1.0,65,1,0.0,0.0,0.0,1.36806896607136,0.0,2481
